Index;Operating Airline;Published Airline;GEO Summary;GEO Region;Activity Type Code;Price Category Code;Terminal;Boarding Area;Passenger Count;Adjusted Passenger Count;Year;Month
6207;12;12;2;1;1;1;4;7;6480;6480;2009;12
6208;12;12;2;1;2;1;4;7;7032;7032;2009;12
6209;14;14;1;9;1;1;3;5;129652;129652;2009;12
6210;14;14;1;9;2;1;3;5;129921;129921;2009;12
6211;17;17;2;1;1;1;4;1;4573;4573;2009;12
6212;17;17;2;1;2;1;4;1;4965;4965;2009;12
6213;23;23;2;5;1;1;4;1;11911;11911;2009;12
6214;23;23;2;5;2;1;4;1;11858;11858;2009;12
6215;24;24;2;1;1;1;4;1;20249;20249;2009;12
6216;24;24;2;1;2;1;4;1;21373;21373;2009;12
6217;25;25;2;1;1;1;4;1;10092;10092;2009;12
6218;25;25;2;1;2;1;4;1;11065;11065;2009;12
6219;30;30;1;9;1;1;1;3;60141;60141;2009;12
6220;30;30;1;9;2;1;1;3;59159;59159;2009;12
6221;33;33;2;1;1;1;4;7;12927;12927;2009;12
6222;33;33;2;1;2;1;4;7;15089;15089;2009;12
6223;31;31;2;7;1;1;4;7;8852;8852;2009;12
6224;31;31;2;7;2;1;4;7;9351;9351;2009;12
6225;36;36;1;9;1;0;1;3;13138;13138;2009;12
6226;36;36;1;9;2;0;1;3;12526;12526;2009;12
6227;37;37;1;9;1;1;1;3;7018;7018;2009;12
6228;37;37;1;9;2;1;1;3;7278;7278;2009;12
6229;38;11;1;9;1;1;1;2;8661;8661;2009;12
6230;38;11;1;9;2;1;1;2;8814;8814;2009;12
6231;41;41;2;1;1;1;4;1;6240;6240;2009;12
6232;41;41;2;1;2;1;4;1;7425;7425;2009;12
6233;43;43;1;9;1;0;4;1;19297;19297;2009;12
6234;43;43;1;9;2;0;4;1;20158;20158;2009;12
6235;44;44;2;5;1;1;4;1;6705;6705;2009;12
6236;44;44;2;5;2;1;4;1;6400;6400;2009;12
6237;45;45;2;1;1;1;4;1;4150;4150;2009;12
6238;45;45;2;1;2;1;4;1;4718;4718;2009;12
6239;47;47;2;5;1;1;4;7;16892;16892;2009;12
6240;47;47;2;5;2;1;4;7;16862;16862;2009;12
6241;48;71;1;9;1;1;1;2;2115;2115;2009;12
6242;48;71;1;9;2;1;1;2;2472;2472;2009;12
6243;49;30;1;9;1;1;1;3;1630;1630;2009;12
6244;49;30;1;9;2;1;1;3;1829;1829;2009;12
6245;50;50;2;6;1;1;4;7;8997;8997;2009;12
6246;50;50;2;6;2;1;4;7;12371;12371;2009;12
6247;52;52;1;9;1;1;1;3;2305;2305;2009;12
6248;52;52;1;9;2;1;1;3;2293;2293;2009;12
6249;53;53;1;9;1;1;1;3;41165;41165;2009;12
6250;53;53;1;9;2;1;1;3;41571;41571;2009;12
6251;53;53;1;9;3;1;1;3;1456;2912;2009;12
6252;53;53;2;1;1;1;4;1;6788;6788;2009;12
6253;53;53;2;1;2;1;4;1;7360;7360;2009;12
6254;55;55;2;1;1;1;4;1;8258;8258;2009;12
6255;55;55;2;1;2;1;4;1;11919;11919;2009;12
6256;56;56;2;2;1;1;4;1;4534;4534;2009;12
6257;56;56;2;2;2;1;4;1;4096;4096;2009;12
6258;60;60;2;1;1;1;4;7;14172;14172;2009;12
6259;60;60;2;1;2;1;4;7;14858;14858;2009;12
6260;61;30;1;9;1;1;1;3;7713;7713;2009;12
6261;61;30;1;9;2;1;1;3;7947;7947;2009;12
6262;61;70;1;9;1;1;3;6;106896;106896;2009;12
6263;61;70;1;9;2;1;3;6;109015;109015;2009;12
6264;61;70;2;3;1;1;4;7;2454;2454;2009;12
6265;61;70;2;3;1;1;3;6;9368;9368;2009;12
6266;61;70;2;3;2;1;3;6;11054;11054;2009;12
6267;62;62;1;9;1;0;1;2;125652;125652;2009;12
6268;62;62;1;9;2;0;1;2;130795;130795;2009;12
6269;62;62;1;9;3;0;1;2;229;458;2009;12
6270;64;64;1;9;1;0;1;2;2997;2997;2009;12
6271;64;64;1;9;2;0;1;2;2902;2902;2009;12
6272;67;67;2;4;1;1;4;1;4947;4947;2009;12
6273;67;67;2;4;2;1;4;1;6607;6607;2009;12
6274;71;71;1;9;1;1;1;2;58144;58144;2009;12
6275;71;71;1;9;2;1;1;2;59770;59770;2009;12
6276;69;69;1;9;1;1;1;2;60291;60291;2009;12
6277;69;69;1;9;2;1;1;2;61009;61009;2009;12
6278;70;70;1;9;1;1;4;7;11829;11829;2009;12
6279;70;70;1;9;2;1;4;7;5063;5063;2009;12
6280;70;70;1;9;1;1;3;5;19123;19123;2009;12
6281;70;70;1;9;2;1;3;5;19355;19355;2009;12
6282;70;70;1;9;3;1;3;5;253;506;2009;12
6283;70;70;1;9;1;1;3;6;363333;363333;2009;12
6284;70;70;1;9;2;1;3;6;367743;367743;2009;12
6285;70;70;1;9;3;1;3;6;4797;9594;2009;12
6286;70;70;2;1;1;1;4;7;52591;52591;2009;12
6287;70;70;2;1;2;1;4;7;55284;55284;2009;12
6288;70;70;2;1;3;1;4;7;1933;3866;2009;12
6289;70;70;2;2;1;1;4;7;10036;10036;2009;12
6290;70;70;2;2;2;1;4;7;10729;10729;2009;12
6291;70;70;2;2;3;1;4;7;364;728;2009;12
6292;70;70;2;3;1;1;3;6;11802;11802;2009;12
6293;70;70;2;3;2;1;3;6;12558;12558;2009;12
6294;70;70;2;3;3;1;3;6;92;184;2009;12
6295;70;70;2;5;1;1;4;7;17757;17757;2009;12
6296;70;70;2;5;2;1;4;7;17453;17453;2009;12
6297;70;70;2;5;3;1;4;7;338;676;2009;12
6298;70;70;2;6;1;1;4;7;7657;7657;2009;12
6299;70;70;2;6;2;1;4;7;9298;9298;2009;12
6300;70;70;2;6;3;1;4;7;65;130;2009;12
6301;72;72;1;9;1;0;4;1;109590;109590;2009;12
6302;72;72;1;9;2;0;4;1;112993;112993;2009;12
6303;73;73;2;5;1;1;4;1;7505;7505;2009;12
6304;73;73;2;5;2;1;4;1;7947;7947;2009;12
6305;2;2;2;6;1;1;4;1;2395;2395;2010;1
6306;2;2;2;6;2;1;4;1;2927;2927;2010;1
6307;4;4;2;3;1;1;3;5;14300;14300;2010;1
6308;4;4;2;3;2;1;3;5;13116;13116;2010;1
6309;6;6;2;1;1;1;4;7;5614;5614;2010;1
6310;6;6;2;1;2;1;4;7;5049;5049;2010;1
6311;7;7;2;5;1;1;4;1;7406;7406;2010;1
6312;7;7;2;5;2;1;4;1;6895;6895;2010;1
6313;9;9;2;2;1;1;4;7;6234;6234;2010;1
6314;9;9;2;2;2;1;4;7;6929;6929;2010;1
6315;10;10;1;9;1;0;1;2;7542;7542;2010;1
6316;10;10;1;9;2;0;1;2;7410;7410;2010;1
6317;11;11;1;9;1;1;1;2;24281;24281;2010;1
6318;11;11;1;9;2;1;1;2;25053;25053;2010;1
6319;11;11;2;6;1;1;4;1;7729;7729;2010;1
6320;11;11;2;6;2;1;1;2;6865;6865;2010;1
6321;12;12;2;1;1;1;4;7;7204;7204;2010;1
6322;12;12;2;1;2;1;4;7;6410;6410;2010;1
6323;14;14;1;9;1;1;3;5;119173;119173;2010;1
6324;14;14;1;9;2;1;3;5;112859;112859;2010;1
6325;17;17;2;1;1;1;4;1;5195;5195;2010;1
6326;17;17;2;1;2;1;4;1;4819;4819;2010;1
6327;23;23;2;5;1;1;4;1;11239;11239;2010;1
6328;23;23;2;5;2;1;4;1;11806;11806;2010;1
6329;24;24;2;1;1;1;4;1;22970;22970;2010;1
6330;24;24;2;1;2;1;4;1;20646;20646;2010;1
6331;25;25;2;1;1;1;4;1;11200;11200;2010;1
6332;25;25;2;1;2;1;4;1;11402;11402;2010;1
6333;30;30;1;9;1;1;1;3;52648;52648;2010;1
6334;30;30;1;9;2;1;1;3;52348;52348;2010;1
6335;33;33;2;1;1;1;4;7;15627;15627;2010;1
6336;33;33;2;1;2;1;4;7;13639;13639;2010;1
6337;31;31;2;7;1;1;4;7;9487;9487;2010;1
6338;31;31;2;7;2;1;4;7;8027;8027;2010;1
6339;36;36;1;9;1;0;1;3;12344;12344;2010;1
6340;36;36;1;9;2;0;1;3;10416;10416;2010;1
6341;37;37;1;9;1;1;1;3;7323;7323;2010;1
6342;37;37;1;9;2;1;1;3;6786;6786;2010;1
6343;38;11;1;9;1;1;1;2;8058;8058;2010;1
6344;38;11;1;9;2;1;1;2;7757;7757;2010;1
6345;41;41;2;1;1;1;4;1;7244;7244;2010;1
6346;41;41;2;1;2;1;4;1;6402;6402;2010;1
6347;43;43;1;9;1;0;4;1;25047;25047;2010;1
6348;43;43;1;9;2;0;4;1;24824;24824;2010;1
6349;44;44;2;5;1;1;4;1;6744;6744;2010;1
6350;44;44;2;5;2;1;4;1;5664;5664;2010;1
6351;45;45;2;1;1;1;4;1;4972;4972;2010;1
6352;45;45;2;1;2;1;4;1;4326;4326;2010;1
6353;47;47;2;5;1;1;4;7;17139;17139;2010;1
6354;47;47;2;5;2;1;4;7;16541;16541;2010;1
6355;48;71;1;9;1;1;1;2;582;582;2010;1
6356;48;71;1;9;2;1;1;2;320;320;2010;1
6357;49;30;1;9;1;1;1;3;1513;1513;2010;1
6358;49;30;1;9;2;1;1;3;1530;1530;2010;1
6359;50;50;2;6;1;1;4;7;12417;12417;2010;1
6360;50;50;2;6;2;1;4;7;10168;10168;2010;1
6361;52;52;1;9;1;1;1;3;1690;1690;2010;1
6362;52;52;1;9;2;1;1;3;1674;1674;2010;1
6363;53;53;1;9;1;1;1;3;35667;35667;2010;1
6364;53;53;1;9;2;1;1;3;33639;33639;2010;1
6365;53;53;1;9;3;1;1;3;2037;4074;2010;1
6366;53;53;2;1;1;1;4;1;7093;7093;2010;1
6367;53;53;2;1;2;1;4;1;5737;5737;2010;1
6368;55;55;2;1;1;1;4;1;12267;12267;2010;1
6369;55;55;2;1;2;1;4;1;10893;10893;2010;1
6370;56;56;2;2;1;1;4;1;4273;4273;2010;1
6371;56;56;2;2;2;1;4;1;4661;4661;2010;1
6372;60;60;2;1;1;1;4;7;14954;14954;2010;1
6373;60;60;2;1;2;1;4;7;14678;14678;2010;1
6374;61;30;1;9;1;1;1;3;8407;8407;2010;1
6375;61;30;1;9;2;1;1;3;7201;7201;2010;1
6376;61;70;1;9;1;1;3;6;99650;99650;2010;1
6377;61;70;1;9;2;1;3;6;97772;97772;2010;1
6378;61;70;2;3;1;1;4;7;2072;2072;2010;1
6379;61;70;2;3;1;1;3;6;8989;8989;2010;1
6380;61;70;2;3;2;1;3;6;11005;11005;2010;1
6381;62;62;1;9;1;0;1;2;108293;108293;2010;1
6382;62;62;1;9;2;0;1;2;104593;104593;2010;1
6383;62;62;1;9;3;0;1;2;221;442;2010;1
6384;64;64;1;9;1;0;1;2;463;463;2010;1
6385;64;64;1;9;2;0;1;2;553;553;2010;1
6386;67;67;2;4;1;1;4;1;4829;4829;2010;1
6387;67;67;2;4;2;1;4;1;5416;5416;2010;1
6388;71;71;1;9;1;1;1;2;54480;54480;2010;1
6389;71;71;1;9;2;1;1;2;54705;54705;2010;1
6390;69;69;1;9;1;1;1;2;51185;51185;2010;1
6391;69;69;1;9;2;1;1;2;49746;49746;2010;1
6392;70;70;1;9;1;1;4;7;10492;10492;2010;1
6393;70;70;1;9;2;1;4;7;3858;3858;2010;1
6394;70;70;1;9;1;1;3;5;17850;17850;2010;1
6395;70;70;1;9;2;1;3;5;17392;17392;2010;1
6396;70;70;1;9;3;1;3;5;297;594;2010;1
6397;70;70;1;9;1;1;3;6;339147;339147;2010;1
6398;70;70;1;9;2;1;3;6;330464;330464;2010;1
6399;70;70;1;9;3;1;3;6;5630;11260;2010;1
6400;70;70;2;1;1;1;4;7;56277;56277;2010;1
6401;70;70;2;1;2;1;4;7;51801;51801;2010;1
6402;70;70;2;1;3;1;4;7;1804;3608;2010;1
6403;70;70;2;2;1;1;4;7;9514;9514;2010;1
6404;70;70;2;2;2;1;4;7;10474;10474;2010;1
6405;70;70;2;2;3;1;4;7;600;1200;2010;1
6406;70;70;2;3;1;1;3;6;9608;9608;2010;1
6407;70;70;2;3;2;1;3;6;11078;11078;2010;1
6408;70;70;2;3;3;1;3;6;163;326;2010;1
6409;70;70;2;5;1;1;4;7;16175;16175;2010;1
6410;70;70;2;5;2;1;4;7;15637;15637;2010;1
6411;70;70;2;5;3;1;4;7;324;648;2010;1
6412;70;70;2;6;1;1;4;7;6956;6956;2010;1
6413;70;70;2;6;2;1;4;7;6397;6397;2010;1
6414;70;70;2;6;3;1;4;7;24;48;2010;1
6415;72;72;1;9;1;0;4;1;93097;93097;2010;1
6416;72;72;1;9;2;0;4;1;91652;91652;2010;1
6417;73;73;2;5;1;1;4;1;7936;7936;2010;1
6418;73;73;2;5;2;1;4;1;7415;7415;2010;1
6419;2;2;2;6;1;1;4;1;2570;2570;2010;2
6420;2;2;2;6;2;1;4;1;2273;2273;2010;2
6421;4;4;2;3;1;1;3;5;14135;14135;2010;2
6422;4;4;2;3;2;1;3;5;14979;14979;2010;2
6423;6;6;2;1;1;1;4;7;4574;4574;2010;2
6424;6;6;2;1;2;1;4;7;4779;4779;2010;2
6425;7;7;2;5;1;1;4;1;6152;6152;2010;2
6426;7;7;2;5;2;1;4;1;5693;5693;2010;2
6427;9;9;2;2;1;1;4;7;4966;4966;2010;2
6428;9;9;2;2;2;1;4;7;5377;5377;2010;2
6429;10;10;1;9;1;0;1;2;6139;6139;2010;2
6430;10;10;1;9;2;0;1;2;6153;6153;2010;2
6431;11;11;1;9;1;1;1;2;22328;22328;2010;2
6432;11;11;1;9;2;1;1;2;23027;23027;2010;2
6433;11;11;2;6;1;1;4;1;6211;6211;2010;2
6434;11;11;2;6;2;1;1;2;6671;6671;2010;2
6435;12;12;2;1;1;1;4;7;6011;6011;2010;2
6436;12;12;2;1;2;1;4;7;5577;5577;2010;2
6437;14;14;1;9;1;1;3;5;105641;105641;2010;2
6438;14;14;1;9;2;1;3;5;101506;101506;2010;2
6439;17;17;2;1;1;1;4;1;4156;4156;2010;2
6440;17;17;2;1;2;1;4;1;4560;4560;2010;2
6441;23;23;2;5;1;1;4;1;12481;12481;2010;2
6442;23;23;2;5;2;1;4;1;13400;13400;2010;2
6443;24;24;2;1;1;1;4;1;17299;17299;2010;2
6444;24;24;2;1;2;1;4;1;17346;17346;2010;2
6445;25;25;2;1;1;1;4;1;7336;7336;2010;2
6446;25;25;2;1;2;1;4;1;8568;8568;2010;2
6447;30;30;1;9;1;1;1;3;80436;80436;2010;2
6448;30;30;1;9;2;1;1;3;78115;78115;2010;2
6449;30;30;1;9;3;1;1;3;1096;2192;2010;2
6450;30;30;2;1;1;1;4;1;5822;5822;2010;2
6451;30;30;2;1;2;1;4;1;5262;5262;2010;2
6452;33;33;2;1;1;1;4;7;10914;10914;2010;2
6453;33;33;2;1;2;1;4;7;12035;12035;2010;2
6454;31;31;2;7;1;1;4;7;7280;7280;2010;2
6455;31;31;2;7;2;1;4;7;6788;6788;2010;2
6456;36;36;1;9;1;0;1;3;11427;11427;2010;2
6457;36;36;1;9;2;0;1;3;10631;10631;2010;2
6458;37;37;1;9;1;1;1;3;6001;6001;2010;2
6459;37;37;1;9;2;1;1;3;6045;6045;2010;2
6460;38;11;1;9;1;1;1;2;7906;7906;2010;2
6461;38;11;1;9;2;1;1;2;7593;7593;2010;2
6462;41;41;2;1;1;1;4;1;5554;5554;2010;2
6463;41;41;2;1;2;1;4;1;5758;5758;2010;2
6464;43;43;1;9;1;0;4;1;25315;25315;2010;2
6465;43;43;1;9;2;0;4;1;25999;25999;2010;2
6466;44;44;2;5;1;1;4;1;5740;5740;2010;2
6467;44;44;2;5;2;1;4;1;4734;4734;2010;2
6468;45;45;2;1;1;1;4;1;3526;3526;2010;2
6469;45;45;2;1;2;1;4;1;3826;3826;2010;2
6470;47;47;2;5;1;1;4;7;11826;11826;2010;2
6471;47;47;2;5;2;1;4;7;11651;11651;2010;2
6472;48;71;1;9;1;1;1;2;6062;6062;2010;2
6473;48;71;1;9;2;1;1;2;6443;6443;2010;2
6474;49;30;1;9;1;1;1;3;2586;2586;2010;2
6475;49;30;1;9;2;1;1;3;2620;2620;2010;2
6476;50;50;2;6;1;1;4;7;9749;9749;2010;2
6477;50;50;2;6;2;1;4;7;9313;9313;2010;2
6478;52;52;1;9;1;1;1;3;1783;1783;2010;2
6479;52;52;1;9;2;1;1;3;1694;1694;2010;2
6480;55;55;2;1;1;1;4;1;10152;10152;2010;2
6481;55;55;2;1;2;1;4;1;8574;8574;2010;2
6482;56;56;2;2;1;1;4;1;3349;3349;2010;2
6483;56;56;2;2;2;1;4;1;3458;3458;2010;2
6484;60;60;2;1;1;1;4;7;11769;11769;2010;2
6485;60;60;2;1;2;1;4;7;12818;12818;2010;2
6486;61;30;1;9;1;1;1;3;6786;6786;2010;2
6487;61;30;1;9;2;1;1;3;6218;6218;2010;2
6488;61;70;1;9;1;1;3;6;88784;88784;2010;2
6489;61;70;1;9;2;1;3;6;91956;91956;2010;2
6490;61;70;2;3;1;1;4;7;1680;1680;2010;2
6491;61;70;2;3;1;1;3;6;8242;8242;2010;2
6492;61;70;2;3;2;1;3;6;9778;9778;2010;2
6493;62;62;1;9;1;0;1;2;94371;94371;2010;2
6494;62;62;1;9;2;0;1;2;95217;95217;2010;2
6495;62;62;1;9;3;0;1;2;64;128;2010;2
6496;67;67;2;4;1;1;4;1;3642;3642;2010;2
6497;67;67;2;4;2;1;4;1;3526;3526;2010;2
6498;71;71;1;9;1;1;1;2;38599;38599;2010;2
6499;71;71;1;9;2;1;1;2;40392;40392;2010;2
6500;69;69;1;9;1;1;1;2;44228;44228;2010;2
6501;69;69;1;9;2;1;1;2;42129;42129;2010;2
6502;70;70;1;9;1;1;4;7;11082;11082;2010;2
6503;70;70;1;9;2;1;4;7;7437;7437;2010;2
6504;70;70;1;9;1;1;3;5;16664;16664;2010;2
6505;70;70;1;9;2;1;3;5;16423;16423;2010;2
6506;70;70;1;9;3;1;3;5;270;540;2010;2
6507;70;70;1;9;1;1;3;6;316628;316628;2010;2
6508;70;70;1;9;2;1;3;6;312039;312039;2010;2
6509;70;70;1;9;3;1;3;6;5124;10248;2010;2
6510;70;70;2;1;1;1;4;7;45207;45207;2010;2
6511;70;70;2;1;2;1;4;7;45312;45312;2010;2
6512;70;70;2;1;3;1;4;7;1929;3858;2010;2
6513;70;70;2;2;1;1;4;7;7191;7191;2010;2
6514;70;70;2;2;2;1;4;7;8164;8164;2010;2
6515;70;70;2;2;3;1;4;7;415;830;2010;2
6516;70;70;2;3;1;1;3;6;12767;12767;2010;2
6517;70;70;2;3;2;1;3;6;14117;14117;2010;2
6518;70;70;2;3;3;1;3;6;187;374;2010;2
6519;70;70;2;5;1;1;4;7;14284;14284;2010;2
6520;70;70;2;5;2;1;4;7;14095;14095;2010;2
6521;70;70;2;5;3;1;4;7;207;414;2010;2
6522;70;70;2;6;1;1;4;7;5980;5980;2010;2
6523;70;70;2;6;2;1;4;7;6469;6469;2010;2
6524;70;70;2;6;3;1;4;7;107;214;2010;2
6525;72;72;1;9;1;0;4;1;86113;86113;2010;2
6526;72;72;1;9;2;0;4;1;86389;86389;2010;2
6527;73;73;2;5;1;1;4;1;6846;6846;2010;2
6528;73;73;2;5;2;1;4;1;6745;6745;2010;2
6529;2;2;2;6;1;1;4;1;3000;3000;2010;3
6530;2;2;2;6;2;1;4;1;2976;2976;2010;3
6531;4;4;2;3;1;1;3;5;17802;17802;2010;3
6532;4;4;2;3;2;1;3;5;17193;17193;2010;3
6533;6;6;2;1;1;1;4;7;5125;5125;2010;3
6534;6;6;2;1;2;1;4;7;5277;5277;2010;3
6535;7;7;2;5;1;1;4;1;8442;8442;2010;3
6536;7;7;2;5;2;1;4;1;8405;8405;2010;3
6537;9;9;2;2;1;1;4;7;6352;6352;2010;3
6538;9;9;2;2;2;1;4;7;4620;4620;2010;3
6539;10;10;1;9;1;0;1;2;7932;7932;2010;3
6540;10;10;1;9;2;0;1;2;8139;8139;2010;3
6541;11;11;1;9;1;1;1;2;26295;26295;2010;3
6542;11;11;1;9;2;1;1;2;27120;27120;2010;3
6543;11;11;2;6;1;1;4;1;7321;7321;2010;3
6544;11;11;2;6;2;1;1;2;6398;6398;2010;3
6545;12;12;2;1;1;1;4;7;5960;5960;2010;3
6546;12;12;2;1;2;1;4;7;6706;6706;2010;3
6547;14;14;1;9;1;1;3;5;131215;131215;2010;3
6548;14;14;1;9;2;1;3;5;132259;132259;2010;3
6549;17;17;2;1;1;1;4;1;4331;4331;2010;3
6550;17;17;2;1;2;1;4;1;4767;4767;2010;3
6551;23;23;2;5;1;1;4;1;13186;13186;2010;3
6552;23;23;2;5;2;1;4;1;13721;13721;2010;3
6553;24;24;2;1;1;1;4;1;20488;20488;2010;3
6554;24;24;2;1;2;1;4;1;20308;20308;2010;3
6555;25;25;2;1;1;1;4;1;10541;10541;2010;3
6556;25;25;2;1;2;1;4;1;9961;9961;2010;3
6557;30;30;1;9;1;1;1;3;103930;103930;2010;3
6558;30;30;1;9;2;1;1;3;105077;105077;2010;3
6559;30;30;1;9;3;1;1;3;1448;2896;2010;3
6560;30;30;2;1;1;1;4;1;6611;6611;2010;3
6561;30;30;2;1;2;1;4;1;6378;6378;2010;3
6562;33;33;2;1;1;1;4;7;12619;12619;2010;3
6563;33;33;2;1;2;1;4;7;11974;11974;2010;3
6564;31;31;2;7;1;1;4;7;9274;9274;2010;3
6565;31;31;2;7;2;1;4;7;8605;8605;2010;3
6566;36;36;1;9;1;0;1;3;13732;13732;2010;3
6567;36;36;1;9;2;0;1;3;12736;12736;2010;3
6568;37;37;1;9;1;1;1;3;7914;7914;2010;3
6569;37;37;1;9;2;1;1;3;7564;7564;2010;3
6570;38;11;1;9;1;1;1;2;9160;9160;2010;3
6571;38;11;1;9;2;1;1;2;8759;8759;2010;3
6572;41;41;2;1;1;1;4;1;6192;6192;2010;3
6573;41;41;2;1;2;1;4;1;7259;7259;2010;3
6574;43;43;1;9;1;0;4;1;30857;30857;2010;3
6575;43;43;1;9;2;0;4;1;30230;30230;2010;3
6576;44;44;2;5;1;1;4;1;7359;7359;2010;3
6577;44;44;2;5;2;1;4;1;6905;6905;2010;3
6578;45;45;2;1;1;1;4;1;4055;4055;2010;3
6579;45;45;2;1;2;1;4;1;4226;4226;2010;3
6580;47;47;2;5;1;1;4;7;17483;17483;2010;3
6581;47;47;2;5;2;1;4;7;16854;16854;2010;3
6582;48;71;1;9;1;1;1;2;10899;10899;2010;3
6583;48;71;1;9;2;1;1;2;10952;10952;2010;3
6584;49;30;1;9;1;1;1;3;3861;3861;2010;3
6585;49;30;1;9;2;1;1;3;3977;3977;2010;3
6586;50;50;2;6;1;1;4;7;10780;10780;2010;3
6587;50;50;2;6;2;1;4;7;10380;10380;2010;3
6588;52;52;1;9;1;1;1;3;2616;2616;2010;3
6589;52;52;1;9;2;1;1;3;2524;2524;2010;3
6590;55;55;2;1;1;1;4;1;12071;12071;2010;3
6591;55;55;2;1;2;1;4;1;10290;10290;2010;3
6592;56;56;2;2;1;1;4;1;4455;4455;2010;3
6593;56;56;2;2;2;1;4;1;3451;3451;2010;3
6594;60;60;2;1;1;1;4;7;14725;14725;2010;3
6595;60;60;2;1;2;1;4;7;14088;14088;2010;3
6596;61;30;1;9;1;1;1;3;7327;7327;2010;3
6597;61;30;1;9;2;1;1;3;7140;7140;2010;3
6598;61;70;1;9;1;1;3;6;115816;115816;2010;3
6599;61;70;1;9;2;1;3;6;115761;115761;2010;3
6600;61;70;2;3;1;1;4;7;2685;2685;2010;3
6601;61;70;2;3;1;1;3;6;8734;8734;2010;3
6602;61;70;2;3;2;1;3;6;11139;11139;2010;3
6603;62;62;1;9;1;0;1;2;116937;116937;2010;3
6604;62;62;1;9;2;0;1;2;116149;116149;2010;3
6605;62;62;1;9;3;0;1;2;168;336;2010;3
6606;67;67;2;4;1;1;4;1;3968;3968;2010;3
6607;67;67;2;4;2;1;4;1;4295;4295;2010;3
6608;71;71;1;9;1;1;1;2;43313;43313;2010;3
6609;71;71;1;9;2;1;1;2;45513;45513;2010;3
6610;69;69;1;9;1;1;1;2;55239;55239;2010;3
6611;69;69;1;9;2;1;1;2;54187;54187;2010;3
6612;70;70;1;9;1;1;4;7;14693;14693;2010;3
6613;70;70;1;9;2;1;4;7;10087;10087;2010;3
6614;70;70;1;9;1;1;3;5;20276;20276;2010;3
6615;70;70;1;9;2;1;3;5;20517;20517;2010;3
6616;70;70;1;9;3;1;3;5;366;732;2010;3
6617;70;70;1;9;1;1;3;6;385230;385230;2010;3
6618;70;70;1;9;2;1;3;6;389815;389815;2010;3
6619;70;70;1;9;3;1;3;6;6951;13902;2010;3
6620;70;70;2;1;1;1;4;7;56725;56725;2010;3
6621;70;70;2;1;2;1;4;7;54239;54239;2010;3
6622;70;70;2;1;3;1;4;7;2179;4358;2010;3
6623;70;70;2;2;1;1;4;7;9183;9183;2010;3
6624;70;70;2;2;2;1;4;7;7160;7160;2010;3
6625;70;70;2;2;3;1;4;7;309;618;2010;3
6626;70;70;2;3;1;1;3;6;16796;16796;2010;3
6627;70;70;2;3;2;1;3;6;16667;16667;2010;3
6628;70;70;2;3;3;1;3;6;303;606;2010;3
6629;70;70;2;5;1;1;4;7;19211;19211;2010;3
6630;70;70;2;5;2;1;4;7;18624;18624;2010;3
6631;70;70;2;5;3;1;4;7;340;680;2010;3
6632;70;70;2;6;1;1;4;7;7476;7476;2010;3
6633;70;70;2;6;2;1;4;7;7160;7160;2010;3
6634;70;70;2;6;3;1;4;7;342;684;2010;3
6635;72;72;1;9;1;0;4;1;102834;102834;2010;3
6636;72;72;1;9;2;0;4;1;104836;104836;2010;3
6637;73;73;2;5;1;1;4;1;8570;8570;2010;3
6638;73;73;2;5;2;1;4;1;8588;8588;2010;3
6639;2;2;2;6;1;1;4;1;3139;3139;2010;4
6640;2;2;2;6;2;1;4;1;3209;3209;2010;4
6641;4;4;2;3;1;1;3;5;17503;17503;2010;4
6642;4;4;2;3;2;1;3;5;18735;18735;2010;4
6643;6;6;2;1;1;1;4;7;7290;7290;2010;4
6644;6;6;2;1;2;1;4;7;6638;6638;2010;4
6645;7;7;2;5;1;1;4;1;9904;9904;2010;4
6646;7;7;2;5;2;1;4;1;9871;9871;2010;4
6647;9;9;2;2;1;1;4;7;6101;6101;2010;4
6648;9;9;2;2;2;1;4;7;4165;4165;2010;4
6649;10;10;1;9;1;0;1;2;10509;10509;2010;4
6650;10;10;1;9;2;0;1;2;11098;11098;2010;4
6651;11;11;1;9;1;1;1;2;27178;27178;2010;4
6652;11;11;1;9;2;1;1;2;28495;28495;2010;4
6653;11;11;2;6;1;1;4;1;7904;7904;2010;4
6654;11;11;2;6;2;1;1;2;7410;7410;2010;4
6655;12;12;2;1;1;1;4;7;6164;6164;2010;4
6656;12;12;2;1;2;1;4;7;5675;5675;2010;4
6657;14;14;1;9;1;1;3;5;137661;137661;2010;4
6658;14;14;1;9;2;1;3;5;137778;137778;2010;4
6659;17;17;2;1;1;1;4;1;4544;4544;2010;4
6660;17;17;2;1;2;1;4;1;4343;4343;2010;4
6661;23;23;2;5;1;1;4;1;13659;13659;2010;4
6662;23;23;2;5;2;1;4;1;14192;14192;2010;4
6663;24;24;2;1;1;1;4;1;20953;20953;2010;4
6664;24;24;2;1;2;1;4;1;19302;19302;2010;4
6665;25;25;2;1;1;1;4;1;9518;9518;2010;4
6666;25;25;2;1;2;1;4;1;8382;8382;2010;4
6667;30;30;1;9;1;1;1;3;111533;111533;2010;4
6668;30;30;1;9;2;1;1;3;109881;109881;2010;4
6669;30;30;1;9;3;1;1;3;1092;2184;2010;4
6670;30;30;2;1;1;1;4;1;5894;5894;2010;4
6671;30;30;2;1;2;1;4;1;4911;4911;2010;4
