Index;Operating Airline;Published Airline;GEO Summary;GEO Region;Activity Type Code;Price Category Code;Terminal;Boarding Area;Passenger Count;Adjusted Passenger Count;Year;Month
1;18;18;1;9;1;0;1;2;27271;27271;2005;7
2;18;18;1;9;2;0;1;2;29131;29131;2005;7
3;18;18;1;9;3;0;1;2;5415;10830;2005;7
4;4;4;2;3;1;1;1;2;35156;35156;2005;7
5;4;4;2;3;2;1;1;2;34090;34090;2005;7
6;6;6;2;1;1;1;4;7;6263;6263;2005;7
7;6;6;2;1;2;1;4;7;5500;5500;2005;7
8;7;7;2;5;1;1;4;1;12050;12050;2005;7
9;7;7;2;5;2;1;4;1;11638;11638;2005;7
10;9;9;2;2;1;1;4;7;4998;4998;2005;7
11;9;9;2;2;2;1;4;7;4962;4962;2005;7
12;10;10;1;9;1;0;4;1;8055;8055;2005;7
13;10;10;1;9;2;0;4;1;7984;7984;2005;7
14;11;11;1;9;1;1;4;1;36641;36641;2005;7
15;11;11;1;9;2;1;4;1;39379;39379;2005;7
16;11;11;1;9;3;1;4;1;3678;7356;2005;7
17;11;11;2;3;1;1;4;1;7977;7977;2005;7
18;11;11;2;3;2;1;4;1;8837;8837;2005;7
19;11;11;2;6;1;1;4;1;6969;6969;2005;7
20;11;11;2;6;2;1;4;1;10046;10046;2005;7
21;11;11;2;6;3;1;4;1;2266;4532;2005;7
22;12;12;2;1;1;1;4;7;6545;6545;2005;7
23;12;12;2;1;2;1;4;7;6094;6094;2005;7
24;14;14;1;9;1;1;3;5;166577;166577;2005;7
25;14;14;1;9;2;1;3;5;160890;160890;2005;7
26;15;14;1;9;1;1;3;5;5493;5493;2005;7
27;15;14;1;9;2;1;3;5;5213;5213;2005;7
28;17;17;2;1;1;1;4;1;5041;5041;2005;7
29;17;17;2;1;2;1;4;1;4744;4744;2005;7
30;19;30;1;9;1;1;1;3;1552;1552;2005;7
31;19;30;1;9;2;1;1;3;1484;1484;2005;7
32;21;21;2;5;1;1;4;1;325;325;2005;7
33;21;21;2;5;2;1;4;1;545;545;2005;7
34;23;23;2;5;1;1;4;1;20632;20632;2005;7
35;23;23;2;5;2;1;4;1;21686;21686;2005;7
36;24;24;2;1;1;1;4;1;11010;11010;2005;7
37;24;24;2;1;2;1;4;1;9628;9628;2005;7
38;25;25;2;1;1;1;4;1;13638;13638;2005;7
39;25;25;2;1;2;1;4;1;11255;11255;2005;7
40;30;30;1;9;1;1;1;3;97510;97510;2005;7
41;30;30;1;9;2;1;1;3;93791;93791;2005;7
42;33;33;2;1;1;1;4;7;14142;14142;2005;7
43;33;33;2;1;2;1;4;7;12132;12132;2005;7
44;36;36;1;9;1;0;1;2;19234;19234;2005;7
45;36;36;1;9;2;0;1;2;18368;18368;2005;7
46;37;37;1;9;1;1;1;3;7579;7579;2005;7
47;37;37;1;9;2;1;1;3;7658;7658;2005;7
48;38;11;1;9;1;1;1;2;5284;5284;2005;7
49;38;11;1;9;2;1;1;2;5257;5257;2005;7
50;39;39;2;5;1;1;4;1;4540;4540;2005;7
51;39;39;2;5;2;1;4;1;4341;4341;2005;7
52;40;40;1;9;1;0;4;1;10843;10843;2005;7
53;40;40;1;9;2;0;4;1;10967;10967;2005;7
54;41;41;2;1;1;1;4;1;9195;9195;2005;7
55;41;41;2;1;2;1;4;1;9086;9086;2005;7
56;44;44;2;5;1;1;4;1;9978;9978;2005;7
57;44;44;2;5;2;1;4;1;9587;9587;2005;7
58;45;45;2;1;1;1;4;1;6153;6153;2005;7
59;45;45;2;1;2;1;4;1;5646;5646;2005;7
60;47;47;2;5;1;1;4;7;22389;22389;2005;7
61;47;47;2;5;2;1;4;7;20511;20511;2005;7
62;48;71;1;9;1;1;1;2;2636;2636;2005;7
63;48;71;1;9;2;1;1;2;2535;2535;2005;7
64;50;50;2;6;1;1;4;7;7751;7751;2005;7
65;50;50;2;6;2;1;4;7;7845;7845;2005;7
66;52;52;1;9;1;1;1;1;1797;1797;2005;7
67;52;52;1;9;2;1;1;1;3238;3238;2005;7
68;53;53;1;9;1;1;1;3;64231;64231;2005;7
69;53;53;1;9;2;1;1;3;62049;62049;2005;7
70;53;53;2;1;1;1;4;1;7229;7229;2005;7
71;53;53;2;1;2;1;4;1;6554;6554;2005;7
72;55;55;2;1;1;1;4;1;12828;12828;2005;7
73;55;55;2;1;2;1;4;1;10269;10269;2005;7
74;60;60;2;1;1;1;4;7;19211;19211;2005;7
75;60;60;2;1;2;1;4;7;17462;17462;2005;7
76;61;30;1;9;1;1;1;3;7262;7262;2005;7
77;61;30;1;9;2;1;1;3;6586;6586;2005;7
78;61;70;1;9;1;1;3;6;103279;103279;2005;7
79;61;70;1;9;2;1;3;6;102023;102023;2005;7
80;61;70;2;3;1;1;3;6;3688;3688;2005;7
81;61;70;2;3;2;1;3;6;3633;3633;2005;7
82;64;64;1;9;1;0;1;2;4827;4827;2005;7
83;64;64;1;9;2;0;1;2;4784;4784;2005;7
84;67;67;2;4;1;1;4;7;6324;6324;2005;7
85;67;67;2;4;2;1;4;7;7031;7031;2005;7
86;71;71;1;9;1;1;1;1;46042;46042;2005;7
87;71;71;1;9;2;1;1;1;45553;45553;2005;7
88;71;71;1;9;1;0;1;2;38951;38951;2005;7
89;71;71;1;9;2;0;1;2;37848;37848;2005;7
90;69;69;1;9;1;1;1;2;62178;62178;2005;7
91;69;69;1;9;2;1;1;2;60939;60939;2005;7
92;70;70;1;9;1;0;3;5;58767;58767;2005;7
93;70;70;1;9;2;0;3;5;58277;58277;2005;7
94;70;70;1;9;1;1;3;6;443656;443656;2005;7
95;70;70;1;9;2;1;3;6;421802;421802;2005;7
96;70;70;1;9;3;1;3;6;11388;22776;2005;7
97;70;70;2;1;1;1;4;7;77658;77658;2005;7
98;70;70;2;1;2;1;4;7;68278;68278;2005;7
99;70;70;2;1;3;1;4;7;3953;7906;2005;7
100;70;70;2;2;1;1;4;7;8603;8603;2005;7
101;70;70;2;2;2;1;4;7;8234;8234;2005;7
102;70;70;2;2;3;1;4;7;1385;2770;2005;7
103;70;70;2;3;1;1;3;6;12874;12874;2005;7
104;70;70;2;3;2;1;3;6;12085;12085;2005;7
105;70;70;2;3;3;1;3;6;10;20;2005;7
106;70;70;2;5;1;1;4;7;30796;30796;2005;7
107;70;70;2;5;2;1;4;7;29283;29283;2005;7
108;70;70;2;5;3;1;4;7;888;1776;2005;7
109;70;70;2;6;1;1;4;7;9537;9537;2005;7
110;70;70;2;6;2;1;4;7;9672;9672;2005;7
111;70;70;2;6;3;1;4;7;45;90;2005;7
112;73;73;2;5;1;1;4;1;11684;11684;2005;7
113;73;73;2;5;2;1;4;1;10771;10771;2005;7
114;74;74;2;3;1;1;4;1;2480;2480;2005;7
115;74;74;2;3;2;1;4;1;2211;2211;2005;7
116;18;18;1;9;1;0;1;2;27472;27472;2005;8
117;18;18;1;9;2;0;1;2;26535;26535;2005;8
118;18;18;1;9;3;0;1;2;5712;11424;2005;8
119;4;4;2;3;1;1;1;2;34878;34878;2005;8
120;4;4;2;3;2;1;1;2;34105;34105;2005;8
121;6;6;2;1;1;1;4;7;4204;4204;2005;8
122;6;6;2;1;2;1;4;7;3923;3923;2005;8
123;7;7;2;5;1;1;4;1;11230;11230;2005;8
124;7;7;2;5;2;1;4;1;11731;11731;2005;8
125;9;9;2;2;1;1;4;7;4672;4672;2005;8
126;9;9;2;2;2;1;4;7;4006;4006;2005;8
127;10;10;1;9;1;0;4;1;7796;7796;2005;8
128;10;10;1;9;2;0;4;1;7737;7737;2005;8
129;11;11;1;9;1;1;4;1;40431;40431;2005;8
130;11;11;1;9;2;1;4;1;39595;39595;2005;8
131;11;11;1;9;3;1;4;1;1902;3804;2005;8
132;11;11;2;3;1;1;4;1;8901;8901;2005;8
133;11;11;2;3;2;1;4;1;9020;9020;2005;8
134;11;11;2;6;1;1;4;1;7541;7541;2005;8
135;11;11;2;6;2;1;4;1;9333;9333;2005;8
136;11;11;2;6;3;1;4;1;1902;3804;2005;8
137;12;12;2;1;1;1;4;7;6739;6739;2005;8
138;12;12;2;1;2;1;4;7;5966;5966;2005;8
139;14;14;1;9;1;1;3;5;162064;162064;2005;8
140;14;14;1;9;2;1;3;5;157700;157700;2005;8
141;15;14;1;9;1;1;3;5;5233;5233;2005;8
142;15;14;1;9;2;1;3;5;4866;4866;2005;8
143;17;17;2;1;1;1;4;1;4099;4099;2005;8
144;17;17;2;1;2;1;4;1;3376;3376;2005;8
145;19;30;1;9;1;1;1;3;1735;1735;2005;8
146;19;30;1;9;2;1;1;3;1560;1560;2005;8
147;21;21;2;5;1;1;4;1;353;353;2005;8
148;21;21;2;5;2;1;4;1;751;751;2005;8
149;22;22;1;9;1;1;5;8;18;18;2005;8
150;23;23;2;5;1;1;4;1;20312;20312;2005;8
151;23;23;2;5;2;1;4;1;20084;20084;2005;8
152;24;24;2;1;1;1;4;1;11753;11753;2005;8
153;24;24;2;1;2;1;4;1;9050;9050;2005;8
154;25;25;2;1;1;1;4;1;14610;14610;2005;8
155;25;25;2;1;2;1;4;1;10972;10972;2005;8
156;30;30;1;9;1;1;1;3;97343;97343;2005;8
157;30;30;1;9;2;1;1;3;97160;97160;2005;8
158;33;33;2;1;1;1;4;7;13524;13524;2005;8
159;33;33;2;1;2;1;4;7;11950;11950;2005;8
160;36;36;1;9;1;0;1;2;17109;17109;2005;8
161;36;36;1;9;2;0;1;2;17186;17186;2005;8
162;37;37;1;9;1;1;1;3;7923;7923;2005;8
163;37;37;1;9;2;1;1;3;7751;7751;2005;8
164;38;11;1;9;1;1;1;2;5572;5572;2005;8
165;38;11;1;9;2;1;1;2;5268;5268;2005;8
166;39;39;2;5;1;1;4;1;4691;4691;2005;8
167;39;39;2;5;2;1;4;1;4355;4355;2005;8
168;40;40;1;9;1;0;4;1;9191;9191;2005;8
169;40;40;1;9;2;0;4;1;9850;9850;2005;8
170;41;41;2;1;1;1;4;1;9296;9296;2005;8
171;41;41;2;1;2;1;4;1;7913;7913;2005;8
172;44;44;2;5;1;1;4;1;9666;9666;2005;8
173;44;44;2;5;2;1;4;1;9881;9881;2005;8
174;45;45;2;1;1;1;4;1;8856;8856;2005;8
175;45;45;2;1;2;1;4;1;7164;7164;2005;8
176;47;47;2;5;1;1;4;7;21512;21512;2005;8
177;47;47;2;5;2;1;4;7;21881;21881;2005;8
178;48;71;1;9;1;1;1;2;2725;2725;2005;8
179;48;71;1;9;2;1;1;2;2546;2546;2005;8
180;50;50;2;6;1;1;4;7;7156;7156;2005;8
181;50;50;2;6;2;1;4;7;5946;5946;2005;8
182;52;52;1;9;1;1;1;1;1552;1552;2005;8
183;52;52;1;9;2;1;1;1;3382;3382;2005;8
184;53;53;1;9;1;1;1;3;56501;56501;2005;8
185;53;53;1;9;2;1;1;3;56674;56674;2005;8
186;53;53;2;1;1;1;4;1;7107;7107;2005;8
187;53;53;2;1;2;1;4;1;6522;6522;2005;8
188;55;55;2;1;1;1;4;1;12856;12856;2005;8
189;55;55;2;1;2;1;4;1;8718;8718;2005;8
190;60;60;2;1;1;1;4;7;19192;19192;2005;8
191;60;60;2;1;2;1;4;7;17118;17118;2005;8
192;61;30;1;9;1;1;1;3;7052;7052;2005;8
193;61;30;1;9;2;1;1;3;6652;6652;2005;8
194;61;70;1;9;1;1;3;6;102899;102899;2005;8
195;61;70;1;9;2;1;3;6;103188;103188;2005;8
196;61;70;2;3;1;1;3;6;3672;3672;2005;8
197;61;70;2;3;2;1;3;6;3570;3570;2005;8
198;64;64;1;9;1;0;1;2;4720;4720;2005;8
199;64;64;1;9;2;0;1;2;4717;4717;2005;8
200;67;67;2;4;1;1;4;7;7357;7357;2005;8
201;67;67;2;4;2;1;4;7;5128;5128;2005;8
202;71;71;1;9;1;1;1;1;42622;42622;2005;8
203;71;71;1;9;2;1;1;1;44508;44508;2005;8
204;71;71;1;9;1;0;1;2;40712;40712;2005;8
205;71;71;1;9;2;0;1;2;40322;40322;2005;8
206;69;69;1;9;1;1;1;2;61872;61872;2005;8
207;69;69;1;9;2;1;1;2;61768;61768;2005;8
208;70;70;1;9;1;0;3;5;55842;55842;2005;8
209;70;70;1;9;1;1;3;5;27930;27930;2005;8
210;70;70;1;9;2;0;3;5;56087;56087;2005;8
211;70;70;1;9;2;1;3;5;26098;26098;2005;8
212;70;70;1;9;3;1;3;5;676;1352;2005;8
213;70;70;1;9;1;1;3;6;420430;420430;2005;8
214;70;70;1;9;2;1;3;6;398135;398135;2005;8
215;70;70;1;9;3;1;3;6;11585;23170;2005;8
216;70;70;2;1;1;1;4;7;79131;79131;2005;8
217;70;70;2;1;2;1;4;7;68861;68861;2005;8
218;70;70;2;1;3;1;4;7;4059;8118;2005;8
219;70;70;2;2;1;1;4;7;8903;8903;2005;8
220;70;70;2;2;2;1;4;7;7874;7874;2005;8
221;70;70;2;2;3;1;4;7;1475;2950;2005;8
222;70;70;2;3;1;1;3;6;13895;13895;2005;8
223;70;70;2;3;2;1;3;6;12145;12145;2005;8
224;70;70;2;5;1;1;4;7;29236;29236;2005;8
225;70;70;2;5;2;1;4;7;29920;29920;2005;8
226;70;70;2;5;3;1;4;7;863;1726;2005;8
227;70;70;2;6;1;1;4;7;9397;9397;2005;8
228;70;70;2;6;2;1;4;7;9275;9275;2005;8
229;70;70;2;6;3;1;4;7;78;156;2005;8
230;73;73;2;5;1;1;4;1;10685;10685;2005;8
231;73;73;2;5;2;1;4;1;11072;11072;2005;8
232;74;74;2;3;1;1;4;1;2300;2300;2005;8
233;74;74;2;3;2;1;4;1;2251;2251;2005;8
234;18;18;1;9;1;0;1;2;17341;17341;2005;9
235;18;18;1;9;2;0;1;2;18541;18541;2005;9
236;18;18;1;9;3;0;1;2;4412;8824;2005;9
237;4;4;2;3;1;1;1;2;24473;24473;2005;9
238;4;4;2;3;2;1;1;2;26120;26120;2005;9
239;6;6;2;1;1;1;4;7;4416;4416;2005;9
240;6;6;2;1;2;1;4;7;4568;4568;2005;9
241;7;7;2;5;1;1;4;1;10731;10731;2005;9
242;7;7;2;5;2;1;4;1;11337;11337;2005;9
243;9;9;2;2;1;1;4;7;4565;4565;2005;9
244;9;9;2;2;2;1;4;7;4295;4295;2005;9
245;10;10;1;9;1;0;4;1;7057;7057;2005;9
246;10;10;1;9;2;0;4;1;6806;6806;2005;9
247;11;11;1;9;1;1;4;1;31117;31117;2005;9
248;11;11;1;9;2;1;4;1;33742;33742;2005;9
249;11;11;1;9;3;1;4;1;3843;7686;2005;9
250;11;11;2;3;1;1;4;1;6635;6635;2005;9
251;11;11;2;3;2;1;4;1;7783;7783;2005;9
252;11;11;2;3;3;1;4;1;161;322;2005;9
253;11;11;2;6;1;1;4;1;5446;5446;2005;9
254;11;11;2;6;2;1;4;1;7674;7674;2005;9
255;11;11;2;6;3;1;4;1;1504;3008;2005;9
256;12;12;2;1;1;1;4;7;5875;5875;2005;9
257;12;12;2;1;2;1;4;7;5960;5960;2005;9
258;14;14;1;9;1;1;3;5;135043;135043;2005;9
259;14;14;1;9;2;1;3;5;135944;135944;2005;9
260;15;14;1;9;1;1;3;5;4240;4240;2005;9
261;15;14;1;9;2;1;3;5;4166;4166;2005;9
262;17;17;2;1;1;1;4;1;4792;4792;2005;9
263;17;17;2;1;2;1;4;1;5140;5140;2005;9
264;21;21;2;5;1;1;4;1;108;108;2005;9
265;21;21;2;5;2;1;4;1;315;315;2005;9
266;23;23;2;5;1;1;4;1;20455;20455;2005;9
267;23;23;2;5;2;1;4;1;20635;20635;2005;9
268;24;24;2;1;1;1;4;1;8370;8370;2005;9
269;24;24;2;1;2;1;4;1;9874;9874;2005;9
270;25;25;2;1;1;1;4;1;9154;9154;2005;9
271;25;25;2;1;2;1;4;1;9486;9486;2005;9
272;30;30;1;9;1;0;1;3;17291;17291;2005;9
273;30;30;1;9;1;1;1;3;68347;68347;2005;9
274;30;30;1;9;2;0;1;3;17453;17453;2005;9
275;30;30;1;9;2;1;1;3;67160;67160;2005;9
276;33;33;2;1;1;1;4;7;9931;9931;2005;9
277;33;33;2;1;2;1;4;7;10752;10752;2005;9
278;36;36;1;9;1;0;1;2;13426;13426;2005;9
279;36;36;1;9;2;0;1;2;12989;12989;2005;9
280;37;37;1;9;1;1;1;3;7735;7735;2005;9
281;37;37;1;9;2;1;1;3;7624;7624;2005;9
282;38;11;1;9;1;1;1;2;4648;4648;2005;9
283;38;11;1;9;2;1;1;2;4401;4401;2005;9
284;39;39;2;5;1;1;4;1;1996;1996;2005;9
285;39;39;2;5;2;1;4;1;1677;1677;2005;9
286;40;40;1;9;1;0;4;1;5218;5218;2005;9
287;40;40;1;9;2;0;4;1;5503;5503;2005;9
288;41;41;2;1;1;1;4;1;7087;7087;2005;9
289;41;41;2;1;2;1;4;1;8264;8264;2005;9
290;44;44;2;5;1;1;4;1;9562;9562;2005;9
291;44;44;2;5;2;1;4;1;9513;9513;2005;9
292;45;45;2;1;1;1;4;1;4344;4344;2005;9
293;45;45;2;1;2;1;4;1;3448;3448;2005;9
294;47;47;2;5;1;1;4;7;20535;20535;2005;9
295;47;47;2;5;2;1;4;7;21379;21379;2005;9
296;48;71;1;9;1;1;1;2;1781;1781;2005;9
297;48;71;1;9;2;1;1;2;1751;1751;2005;9
298;50;50;2;6;1;1;4;7;3986;3986;2005;9
299;50;50;2;6;2;1;4;7;4823;4823;2005;9
300;52;52;1;9;1;1;1;1;2913;2913;2005;9
301;52;52;1;9;2;1;1;1;2867;2867;2005;9
302;53;53;1;9;1;1;1;3;48138;48138;2005;9
303;53;53;1;9;2;1;1;3;47061;47061;2005;9
304;53;53;2;1;1;1;4;1;5857;5857;2005;9
305;53;53;2;1;2;1;4;1;5615;5615;2005;9
306;55;55;2;1;1;1;4;1;8323;8323;2005;9
307;55;55;2;1;2;1;4;1;7875;7875;2005;9
308;60;60;2;1;1;1;4;7;15259;15259;2005;9
309;60;60;2;1;2;1;4;7;14251;14251;2005;9
310;61;30;1;9;1;1;1;3;6356;6356;2005;9
311;61;30;1;9;2;1;1;3;6666;6666;2005;9
312;61;70;1;9;1;1;3;6;96832;96832;2005;9
313;61;70;1;9;2;1;3;6;95008;95008;2005;9
314;61;70;2;3;1;1;3;6;3581;3581;2005;9
315;61;70;2;3;2;1;3;6;3457;3457;2005;9
316;64;64;1;9;1;0;1;2;3686;3686;2005;9
317;64;64;1;9;2;0;1;2;3592;3592;2005;9
318;67;67;2;4;1;1;4;7;3790;3790;2005;9
319;67;67;2;4;2;1;4;7;3529;3529;2005;9
320;71;71;1;9;1;1;1;1;35942;35942;2005;9
321;71;71;1;9;2;1;1;1;36632;36632;2005;9
322;71;71;1;9;1;0;1;2;34782;34782;2005;9
323;71;71;1;9;2;0;1;2;34761;34761;2005;9
324;69;69;1;9;1;1;1;2;50133;50133;2005;9
325;69;69;1;9;2;1;1;2;49094;49094;2005;9
326;70;70;1;9;1;0;3;5;50351;50351;2005;9
327;70;70;1;9;1;1;3;5;24678;24678;2005;9
328;70;70;1;9;2;0;3;5;50235;50235;2005;9
329;70;70;1;9;2;1;3;5;23767;23767;2005;9
330;70;70;1;9;3;1;3;5;483;966;2005;9
331;70;70;1;9;1;1;3;6;357533;357533;2005;9
332;70;70;1;9;2;1;3;6;360563;360563;2005;9
333;70;70;1;9;3;1;3;6;8271;16542;2005;9
334;70;70;2;1;1;1;4;7;63027;63027;2005;9
335;70;70;2;1;2;1;4;7;62403;62403;2005;9
336;70;70;2;1;3;1;4;7;3163;6326;2005;9
337;70;70;2;2;1;1;4;7;8048;8048;2005;9
338;70;70;2;2;2;1;4;7;7750;7750;2005;9
339;70;70;2;2;3;1;4;7;1264;2528;2005;9
340;70;70;2;3;1;1;3;6;12095;12095;2005;9
341;70;70;2;3;2;1;3;6;10220;10220;2005;9
342;70;70;2;3;3;1;3;6;10;20;2005;9
343;70;70;2;5;1;1;4;7;28093;28093;2005;9
344;70;70;2;5;2;1;4;7;29928;29928;2005;9
345;70;70;2;5;3;1;4;7;759;1518;2005;9
346;70;70;2;6;1;1;4;7;5191;5191;2005;9
347;70;70;2;6;2;1;4;7;5123;5123;2005;9
348;70;70;2;6;3;1;4;7;96;192;2005;9
349;73;73;2;5;1;1;4;1;11084;11084;2005;9
350;73;73;2;5;2;1;4;1;11623;11623;2005;9
351;74;74;2;3;1;1;4;1;2050;2050;2005;9
352;74;74;2;3;2;1;4;1;1997;1997;2005;9
353;18;18;1;9;1;0;1;2;17698;17698;2005;10
354;18;18;1;9;2;0;1;2;19983;19983;2005;10
355;18;18;1;9;3;0;1;2;5754;11508;2005;10
356;4;4;2;3;1;1;1;2;22176;22176;2005;10
357;4;4;2;3;2;1;1;2;22780;22780;2005;10
358;6;6;2;1;1;1;4;7;4329;4329;2005;10
359;6;6;2;1;2;1;4;7;4715;4715;2005;10
360;7;7;2;5;1;1;4;1;10515;10515;2005;10
361;7;7;2;5;2;1;4;1;10796;10796;2005;10
362;9;9;2;2;1;1;4;7;3178;3178;2005;10
363;9;9;2;2;2;1;4;7;4766;4766;2005;10
364;10;10;1;9;1;0;4;1;6680;6680;2005;10
365;10;10;1;9;2;0;4;1;6999;6999;2005;10
366;11;11;1;9;1;1;4;1;29388;29388;2005;10
367;11;11;1;9;2;1;4;1;33214;33214;2005;10
368;11;11;1;9;3;1;4;1;4159;8318;2005;10
369;11;11;2;3;1;1;4;1;5168;5168;2005;10
370;11;11;2;3;2;1;4;1;6093;6093;2005;10
371;11;11;2;3;3;1;4;1;793;1586;2005;10
372;11;11;2;6;1;1;4;1;5940;5940;2005;10
373;11;11;2;6;2;1;4;1;9998;9998;2005;10
374;11;11;2;6;3;1;4;1;2773;5546;2005;10
375;12;12;2;1;1;1;4;7;5669;5669;2005;10
376;12;12;2;1;2;1;4;7;6001;6001;2005;10
377;14;14;1;9;1;1;3;5;138090;138090;2005;10
378;14;14;1;9;2;1;3;5;138552;138552;2005;10
379;15;14;1;9;1;1;3;5;4669;4669;2005;10
380;15;14;1;9;2;1;3;5;4524;4524;2005;10
381;17;17;2;1;1;1;4;1;4674;4674;2005;10
382;17;17;2;1;2;1;4;1;5409;5409;2005;10
383;23;23;2;5;1;1;4;1;19453;19453;2005;10
384;23;23;2;5;2;1;4;1;18988;18988;2005;10
385;24;24;2;1;1;1;4;1;9571;9571;2005;10
386;24;24;2;1;2;1;4;1;11106;11106;2005;10
387;25;25;2;1;1;1;4;1;8919;8919;2005;10
388;25;25;2;1;2;1;4;1;10254;10254;2005;10
389;30;30;1;9;1;0;1;3;21516;21516;2005;10
390;30;30;1;9;1;1;1;3;62701;62701;2005;10
391;30;30;1;9;2;0;1;3;20904;20904;2005;10
392;30;30;1;9;2;1;1;3;63704;63704;2005;10
393;33;33;2;1;1;1;4;7;10122;10122;2005;10
394;33;33;2;1;2;1;4;7;11311;11311;2005;10
395;36;36;1;9;1;0;1;2;12585;12585;2005;10
396;36;36;1;9;2;0;1;2;12490;12490;2005;10
397;37;37;1;9;1;1;1;3;7556;7556;2005;10
398;37;37;1;9;2;1;1;3;6962;6962;2005;10
399;38;11;1;9;1;1;1;2;4470;4470;2005;10
400;38;11;1;9;2;1;1;2;4096;4096;2005;10
401;39;39;2;5;1;1;4;1;809;809;2005;10
402;39;39;2;5;2;1;4;1;975;975;2005;10
403;40;40;1;9;1;0;4;1;4550;4550;2005;10
404;40;40;1;9;2;0;4;1;4446;4446;2005;10
405;41;41;2;1;1;1;4;1;7147;7147;2005;10
406;41;41;2;1;2;1;4;1;7924;7924;2005;10
407;44;44;2;5;1;1;4;1;9383;9383;2005;10
408;44;44;2;5;2;1;4;1;9113;9113;2005;10
409;45;45;2;1;1;1;4;1;4115;4115;2005;10
410;45;45;2;1;2;1;4;1;3812;3812;2005;10
411;47;47;2;5;1;1;4;7;20840;20840;2005;10
412;47;47;2;5;2;1;4;7;19478;19478;2005;10
413;48;71;1;9;1;1;1;2;1502;1502;2005;10
414;48;71;1;9;2;1;1;2;1735;1735;2005;10
415;50;50;2;6;1;1;4;7;5011;5011;2005;10
416;50;50;2;6;2;1;4;7;7101;7101;2005;10
417;51;51;2;3;1;1;4;1;28;28;2005;10
418;52;52;1;9;1;1;1;1;1594;1594;2005;10
419;52;52;1;9;2;1;1;1;2984;2984;2005;10
420;53;53;1;9;1;1;1;3;46907;46907;2005;10
421;53;53;1;9;2;1;1;3;48977;48977;2005;10
422;53;53;2;1;1;1;4;1;6229;6229;2005;10
423;53;53;2;1;2;1;4;1;6559;6559;2005;10
424;55;55;2;1;1;1;4;1;11573;11573;2005;10
425;55;55;2;1;2;1;4;1;10360;10360;2005;10
426;60;60;2;1;1;1;4;7;14694;14694;2005;10
427;60;60;2;1;2;1;4;7;17250;17250;2005;10
428;61;30;1;9;1;1;1;3;6658;6658;2005;10
429;61;30;1;9;2;1;1;3;6553;6553;2005;10
430;61;70;1;9;1;1;3;6;102254;102254;2005;10
431;61;70;1;9;2;1;3;6;101134;101134;2005;10
432;61;70;2;3;1;1;3;6;3719;3719;2005;10
433;61;70;2;3;2;1;3;6;3508;3508;2005;10
434;64;64;1;9;1;0;1;2;3508;3508;2005;10
435;64;64;1;9;2;0;1;2;3448;3448;2005;10
436;67;67;2;4;1;1;4;7;3527;3527;2005;10
437;67;67;2;4;2;1;4;7;4037;4037;2005;10
438;71;71;1;9;1;1;1;1;38737;38737;2005;10
439;71;71;1;9;2;1;1;1;37680;37680;2005;10
440;71;71;1;9;1;0;1;2;36058;36058;2005;10
441;71;71;1;9;2;0;1;2;34562;34562;2005;10
442;69;69;1;9;1;1;1;2;52157;52157;2005;10
443;69;69;1;9;2;1;1;2;52204;52204;2005;10
444;70;70;1;9;1;0;3;5;56427;56427;2005;10
445;70;70;1;9;1;1;3;5;24678;24678;2005;10
446;70;70;1;9;2;0;3;5;56155;56155;2005;10
447;70;70;1;9;2;1;3;5;23767;23767;2005;10
448;70;70;1;9;3;1;3;5;483;966;2005;10
449;70;70;1;9;1;1;3;6;355551;355551;2005;10
450;70;70;1;9;2;1;3;6;355445;355445;2005;10
451;70;70;1;9;3;1;3;6;8271;16542;2005;10
452;70;70;2;1;1;1;4;7;63128;63128;2005;10
453;70;70;2;1;2;1;4;7;68237;68237;2005;10
454;70;70;2;1;3;1;4;7;3354;6708;2005;10
455;70;70;2;2;1;1;4;7;6280;6280;2005;10
456;70;70;2;2;2;1;4;7;9056;9056;2005;10
457;70;70;2;2;3;1;4;7;1046;2092;2005;10
458;70;70;2;3;1;1;3;6;10103;10103;2005;10
459;70;70;2;3;2;1;3;6;8022;8022;2005;10
460;70;70;2;3;3;1;3;6;40;80;2005;10
461;70;70;2;5;1;1;4;7;27617;27617;2005;10
462;70;70;2;5;2;1;4;7;26955;26955;2005;10
463;70;70;2;5;3;1;4;7;862;1724;2005;10
464;70;70;2;6;1;1;4;7;7347;7347;2005;10
465;70;70;2;6;2;1;4;7;8491;8491;2005;10
466;70;70;2;6;3;1;4;7;230;460;2005;10
467;73;73;2;5;1;1;4;1;9604;9604;2005;10
468;73;73;2;5;2;1;4;1;9751;9751;2005;10
469;74;74;2;3;1;1;4;1;1326;1326;2005;10
470;74;74;2;3;2;1;4;1;1458;1458;2005;10
471;18;18;1;9;1;0;1;2;16855;16855;2005;11
472;18;18;1;9;2;0;1;2;17376;17376;2005;11
473;18;18;1;9;3;0;1;2;2911;5822;2005;11
474;18;18;2;3;1;0;4;1;284;284;2005;11
475;18;18;2;3;2;0;4;1;284;284;2005;11
476;4;4;2;3;1;1;1;2;18143;18143;2005;11
477;4;4;2;3;2;1;1;2;18144;18144;2005;11
478;6;6;2;1;1;1;4;7;4550;4550;2005;11
479;6;6;2;1;2;1;4;7;4149;4149;2005;11
480;7;7;2;5;1;1;4;1;7121;7121;2005;11
481;7;7;2;5;2;1;4;1;7574;7574;2005;11
